name,year,engine_capacity,horse_power,fuel,transmission,drive_unit,mileage,location,price
Hyundai Solaris,2011,1.6,123,бензин,механика,передний,255380,Краснодар,655 000 ₽
Лада Веста Кросс,2021,1.6,106,бензин,механика,передний,30000,Фёдоровский,1 740 000 ₽
Лада 2110,2004,1.5,78,бензин,механика,передний,133500,Воронеж,160 000 ₽
Ford Bronco,2023,2.7,310,бензин,АКПП,4WD,0,Минск,8 890 000 ₽
Peugeot 307,2005,2.0,140,бензин,АКПП,передний,215486,Москва,550 000 ₽
Toyota Hiace,2000,2.4,80,дизель,механика,задний,329500,Павловск,400 000 ₽
Chevrolet Lanos,1999,1.3,75,бензин,механика,передний,200000,Санкт-Петербург,80 000 ₽
Лада 2107,2004,1.6,74,бензин,механика,задний,150000,Болотное,65 000 ₽
Chevrolet Rezzo,2007,1.6,90,бензин,механика,передний,299000,Нефтекамск,495 000 ₽
Mitsubishi Outlander,2018,2.0,146,бензин,вариатор,4WD,109000,Минск,2 255 700 ₽
Kia Sorento,2010,2.4,175,бензин,АКПП,4WD,162700,Тверь,1 370 000 ₽
Kia Sportage,2016,2.0,150,бензин,механика,4WD,113495,Тверь,1 945 000 ₽
Geely Emgrand EC7,2020,1.8,133,бензин,вариатор,передний,44000,Минск,1 095 600 ₽
Honda CR-V,2010,2.4,166,бензин,АКПП,4WD,194949,Тверь,1 695 000 ₽
Chevrolet Cruze,2012,1.6,109,бензин,АКПП,передний,283,Залари,720 000 ₽
Лада Калина,2010,1.6,81,бензин,механика,передний,155000,Нефтекамск,345 000 ₽
Лада 2108,1989,1.3,64,бензин,механика,передний,140000,Орск,62 000 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,848 900 ₽
Skoda Fabia,2009,1.2,70,бензин,механика,передний,0,Москва,395 000 ₽
Skoda Superb,2012,1.4,125,бензин,механика,передний,228000,Минск,1 188 800 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,971 900 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,971 900 ₽
Лада Нива Тревел,2023,1.7,80,бензин,механика,4WD,0,Санкт-Петербург,1 198 900 ₽
Лада Нива Легенд,2023,1.7,83,бензин,механика,4WD,0,Санкт-Петербург,1 014 900 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,848 900 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,848 900 ₽
Лада Нива Тревел,2021,1.7,80,бензин,механика,4WD,17955,Тверь,1 345 000 ₽
Renault Megane,2005,2.0,135,бензин,АКПП,передний,0,Калининград,270 000 ₽
Лада Нива Легенд,2023,1.7,83,бензин,механика,4WD,0,Санкт-Петербург,1 060 900 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,971 900 ₽
Лада Гранта,2023,1.6,106,бензин,механика,передний,0,Санкт-Петербург,1 041 900 ₽
Лада Гранта,2023,1.6,106,бензин,механика,передний,0,Санкт-Петербург,1 059 900 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,959 900 ₽
Toyota Corolla,2005,2.0,116,дизель,механика,передний,243000,Минск,663 800 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,848 900 ₽
Лада Калина,2015,1.6,98,бензин,АКПП,передний,109000,Кузнецк,680 000 ₽
Renault Sandero Stepway,2021,1.6,82,бензин,механика,передний,53404,Нефтекамск,1 490 000 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,959 900 ₽
ЗАЗ Сенс,2007,1.3,70,бензин,механика,передний,0,Симферополь,155 000 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,848 900 ₽
Лада Нива Тревел,2023,1.7,80,бензин,механика,4WD,0,Санкт-Петербург,1 198 900 ₽
Лада Нива Легенд,2023,1.7,83,бензин,механика,4WD,0,Санкт-Петербург,1 014 900 ₽
Лада Нива Тревел,2023,1.7,80,бензин,механика,4WD,0,Санкт-Петербург,1 198 900 ₽
Fiat Doblo,2012,1.4,77,бензин,механика,передний,300000,Екатеринбург,620 000 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Санкт-Петербург,989 900 ₽
Лада Нива Легенд,2023,1.7,83,бензин,механика,4WD,0,Санкт-Петербург,1 060 900 ₽
Лада Нива Легенд,2023,1.7,83,бензин,механика,4WD,0,Санкт-Петербург,1 014 900 ₽
Chevrolet Malibu,2018,1.5,163,бензин,АКПП,передний,148000,Минск,1 370 000 ₽
Лада Приора,2007,1.6,98,бензин,механика,передний,400000,Красноярск,235 000 ₽
Chevrolet Orlando,2012,1.8,141,бензин,механика,передний,140790,Тверь,1 395 000 ₽
Opel Astra,2008,1.8,140,бензин,АКПП,передний,137871,Тюмень,600 000 ₽
Honda CR-V,2019,1.5,192,бензин,вариатор,4WD,37000,Минск,2 827 500 ₽
Ford EcoSport,2015,1.0,122,бензин,автомат,108 058 км,0,Саратов,1 390 000 ₽
Лада Ларгус Кросс,2018,1.6,106,бензин,механика,передний,58444,Нефтекамск,1 295 000 ₽
Peugeot 3008,2014,1.6,115,дизель,механика,передний,267000,Минск,1 472 500 ₽
Nissan Almera,2014,1.6,102,бензин,механика,передний,158272,Краснодар,760 000 ₽
Jeep Compass,2019,2.4,175,бензин,АКПП,4WD,165000,Минск,2 355 000 ₽
Лада Гранта,2019,1.6,106,бензин,механика,передний,155800,Шахты,849 000 ₽
Volkswagen Polo,2012,1.6,105,бензин,механика,передний,203531,Тверь,845 000 ₽
Toyota Camry,2009,2.4,167,бензин,АКПП,передний,234968,Тверь,1 545 000 ₽
Toyota Nadia,2000,2.0,135,бензин,АКПП,передний,248000,Кемерово,500 000 ₽
Mitsubishi Lancer,2007,1.5,109,бензин,механика,передний,207255,Краснодар,750 000 ₽
Nissan Note,2013,1.2,98,бензин,автомат,передний,49000,Минск,1 488 800 ₽
Kia Rio X (X-Line),2020,1.6,123,бензин,АКПП,передний,84000,Нефтекамск,1 820 000 ₽
Audi A7,2013,3.0,310,бензин,робот,4WD,171500,Москва,2 280 000 ₽
Audi A6 allroad quattro,2007,3.1,255,бензин,АКПП,4WD,224000,Сургут,710 000 ₽
Volkswagen Golf,2010,1.2,105,бензин,механика,передний,210000,Минск,811 300 ₽
BMW X5,2008,3.0,272,бензин,АКПП,4WD,154000,Нижний Новгород,1 650 000 ₽
Skoda Rapid,2020,1.6,110,бензин,автомат,передний,144239,Краснодар,1 800 000 ₽
Toyota Corolla,1999,1.5,97,бензин,автомат,передний,244000,Горно-Алтайск,310 000 ₽
Volkswagen Passat,2016,2.0,150,дизель,робот,передний,217000,Минск,1 672 500 ₽
Лада 2110,2011,1.6,89,бензин,механика,передний,367000,Стерлитамак,295 000 ₽
Geely Emgrand EC7,2016,1.8,129,бензин,механика,передний,94900,Симферополь,1 050 000 ₽
Лада Приора,2011,1.6,98,бензин,механика,передний,42000,Саратов,155 000 ₽
Toyota RAV4,2000,2.0,152,бензин,автомат,4WD,277943,Краснодар,695 000 ₽
Volvo S40,2012,2.0,145,бензин,робот,передний,180000,Казань,715 000 ₽
Mazda CX-5,2013,2.0,150,бензин,АКПП,4WD,209164,Уфа,1 830 000 ₽
Ford Focus,2003,2.3,145,бензин,автомат,передний,308000,Минск,265 000 ₽
Toyota Camry,2015,2.5,181,бензин,АКПП,передний,165000,Гудермес,1 990 000 ₽
Peugeot 5008,2013,1.6,112,дизель,механика,передний,324000,Минск,1 410 000 ₽
Лада Веста,2023,1.6,106,бензин,механика,передний,0,Саранск,1 591 900 ₽
Лада Веста,2023,1.6,106,бензин,механика,передний,0,Саранск,1 591 900 ₽
Лада 2105,2003,1.5,71,бензин,механика,задний,50000,Ростов-на-Дону,80 000 ₽
Mercedes-Benz GL-Class,2008,3.0,224,дизель,АКПП,4WD,394000,Минск,1 808 800 ₽
Citroen C5,2012,1.6,150,бензин,механика,передний,212000,Минск,990 000 ₽
Opel Astra,2011,1.4,140,бензин,механика,передний,173000,Смоленск,800 000 ₽
Ford S-MAX,2009,2.0,140,дизель,механика,передний,274000,Минск,1 252 500 ₽
Honda Civic,2008,1.8,140,бензин,механика,передний,231000,Минск,754 800 ₽
Subaru Forester,2014,2.0,150,бензин,вариатор,4WD,178000,Вольск,2 050 000 ₽
Peugeot 308,2018,1.5,131,дизель,автомат,передний,249000,Минск,1 620 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Нижний Новгород,2 199 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Нижний Новгород,2 199 000 ₽
Toyota Passo,2006,1.3,90,бензин,АКПП,передний,151050,Якутск,450 000 ₽
Haval M6,2023,1.5,143,бензин,механика,передний,0,Нижний Новгород,2 079 000 ₽
Haval Jolion,2023,1.5,143,бензин,робот,передний,0,Нижний Новгород,2 269 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Нижний Новгород,2 199 000 ₽
Renault Duster,2018,2.0,143,бензин,АКПП,4WD,59000,Минск,1 799 000 ₽
Mitsubishi L200,2008,2.5,136,дизель,механика,4WD,213260,Тверь,1 395 000 ₽
Chevrolet Lacetti,2008,1.6,109,бензин,механика,передний,200000,Октябрьское,620 000 ₽
Haval Jolion,2023,1.5,150,бензин,робот,4WD,0,Нижний Новгород,2 419 000 ₽
Hyundai Accent,2007,1.5,102,бензин,механика,передний,258000,Горячеводский,600 000 ₽
Renault Sandero,2016,1.6,82,бензин,механика,передний,53097,Тверь,995 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Нижний Новгород,2 199 000 ₽
Haval M6,2023,1.5,143,бензин,механика,передний,0,Нижний Новгород,2 079 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Нижний Новгород,2 199 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Нижний Новгород,2 199 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Нижний Новгород,2 199 000 ₽
Haval F7x,2023,2.0,190,бензин,робот,4WD,0,Нижний Новгород,2 979 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Нижний Новгород,2 199 000 ₽
Mercedes-Benz S-Class,2011,4.7,435,бензин,АКПП,4WD,171000,Минск,1 997 500 ₽
Skoda Superb,2011,2.0,200,бензин,робот,передний,235000,Санкт-Петербург,1 349 000 ₽
BMW 7-Series,2010,3.0,245,дизель,АКПП,задний,232000,Минск,1 830 000 ₽
Voyah Free,2023,1.5,108,гибрид,АКПП,4WD,1000,Благовещенск,5 100 000 ₽
GMC Terrain,2019,1.5,170,бензин,АКПП,4WD,79000,Минск,2 386 300 ₽
Hyundai ix35,2014,2.0,150,бензин,АКПП,4WD,135000,Калининград,1 525 000 ₽
Лада 2114 Самара,2011,1.6,89,бензин,механика,передний,205694,Ивдель,220 000 ₽
Toyota Corolla,1991,1.3,100,бензин,АКПП,передний,225500,Новосибирск,200 000 ₽
Toyota Corolla,2010,1.6,124,бензин,механика,передний,272000,Минск,727 500 ₽
Лада 2107,2010,1.6,72,бензин,механика,задний,184000,Зеленогорск,200 000 ₽
Honda Life Dunk,2001,0.7,64,бензин,АКПП,передний,194000,Иркутск,357 000 ₽
Volvo XC90,2013,3.2,243,бензин,АКПП,4WD,289000,Минск,2 145 000 ₽
Mercedes-Benz GLS-Class,2016,5.5,585,бензин,АКПП,4WD,71000,Минск,7 395 000 ₽
Hyundai Creta,2020,2.0,149,бензин,АКПП,передний,56000,Омск,2 200 000 ₽
Infiniti Q50,2020,3.0,405,бензин,АКПП,4WD,13000,Минск,2 699 900 ₽
Toyota Vellfire,2013,2.4,170,бензин,вариатор,передний,121000,Кемерово,3 000 000 ₽
Mitsubishi Galant,1997,2.5,163,бензин,механика,передний,0,Кострома,140 000 ₽
Toyota RAV4,2020,2.5,199,бензин,АКПП,4WD,74500,Челябинск,4 070 000 ₽
Nissan Qashqai,2019,1.5,115,дизель,механика,передний,109000,Минск,2 040 000 ₽
Mazda CX-7,2008,2.3,238,бензин,АКПП,4WD,220100,Санкт-Петербург,849 990 ₽
Skoda Kodiaq,2019,2.0,150,дизель,робот,4WD,169000,Минск,2 583 262 ₽
Chevrolet Lacetti,2008,1.6,109,бензин,механика,передний,288277,Петрозаводск,560 000 ₽
Mercedes-Benz C-Class,2019,1.5,204,гибрид,АКПП,4WD,63000,Минск,4 455 000 ₽
Hongqi H9,2020,2.0,245,бензин,автомат,задний,24511,Санкт-Петербург,4 800 000 ₽
Ford C-MAX,2016,1.5,120,дизель,механика,передний,176000,Минск,1 451 300 ₽
Ford Focus,2014,2.0,150,бензин,робот,передний,135000,Краснодар,1 165 000 ₽
Honda Accord,2007,2.0,155,бензин,АКПП,передний,280000,Мончегорск,649 000 ₽
Лада Веста,2019,1.6,106,бензин,механика,передний,169000,Минск,990 000 ₽
Volkswagen Tiguan Allspace,2019,2.0,184,бензин,АКПП,передний,70000,Минск,2 399 900 ₽
Mazda Protege,2001,2.0,130,бензин,АКПП,передний,223608,Керчь,400 000 ₽
Mitsubishi ASX,2013,2.0,150,бензин,вариатор,4WD,158000,Минск,1 359 900 ₽
Skoda Octavia,2018,2.0,150,дизель,робот,4WD,149000,Краснодар,2 400 000 ₽
Ford Fusion,2018,1.5,181,бензин,АКПП,передний,94000,Минск,1 620 000 ₽
Volkswagen Polo,2016,1.6,110,бензин,АКПП,передний,70700,Челябинск,1 550 000 ₽
Ford Focus,2012,2.0,150,бензин,робот,передний,98000,Ставрополь,1 065 000 ₽
BMW X4,2016,2.0,190,дизель,АКПП,4WD,100000,Минск,3 195 000 ₽
Lifan Solano,2010,1.6,106,бензин,механика,передний,176500,Анапа,390 000 ₽
Honda Stepwgn,2020,1.5,150,бензин,вариатор,передний,23000,Курган,2 650 000 ₽
Toyota Camry,2019,2.5,181,бензин,АКПП,передний,71000,Ставрополь,3 450 000 ₽
Opel Astra,2017,1.6,136,дизель,механика,передний,192000,Минск,1 499 900 ₽
Volkswagen Tiguan,2017,2.0,180,бензин,робот,4WD,100029,Ставрополь,2 780 000 ₽
Toyota Land Cruiser,2023,3.3,299,дизель,АКПП,4WD,0,Ставрополь,12 558 096 ₽
Ford Focus ST,2012,2.0,249,бензин,механика,передний,124000,Ставрополь,1 650 000 ₽
Mazda Mazda6,2013,2.0,150,бензин,АКПП,передний,163000,Тольятти,1 550 000 ₽
Лада Гранта,2023,1.6,106,бензин,механика,передний,0,Ставрополь,1 425 000 ₽
Toyota Corolla,2016,1.6,122,бензин,вариатор,передний,94500,Кулунда,1 950 000 ₽
Лада Гранта Спорт,2023,1.6,90,бензин,механика,передний,0,Ставрополь,1 355 000 ₽
Great Wall Safe,2008,2.2,105,бензин,механика,4WD,109220,Санкт-Петербург,384 700 ₽
Лада Нива Тревел,2023,1.7,80,бензин,механика,4WD,0,Ставрополь,1 695 000 ₽
Audi A3,2017,1.4,150,бензин,робот,передний,77775,Москва,2 347 000 ₽
Volkswagen ID.6 Crozz,2023,,204,электро,АКПП,задний,77775,Ставрополь,3 800 000 ₽
Chevrolet Niva,2017,1.7,80,бензин,механика,4WD,65000,Екатеринбург,790 000 ₽
Hyundai Tucson,2018,1.6,136,дизель,робот,передний,68600,Краснодар,2 300 000 ₽
Toyota RAV4,2010,2.0,158,бензин,вариатор,4WD,118000,Ставрополь,1 850 000 ₽
Dodge Intrepid,2004,2.7,200,бензин,АКПП,передний,250000,Калининград,199 999 ₽
Volkswagen Golf,1993,1.8,75,бензин,механика,передний,0,Советск,175 000 ₽
Toyota Vitz,2018,1.0,69,бензин,вариатор,передний,74000,Томск,1 030 000 ₽
Kia Rio,2017,1.4,100,бензин,АКПП,передний,108000,Ставрополь,1 390 000 ₽
Honda Stepwgn,2016,1.5,150,бензин,вариатор,передний,136000,Новосибирск,2 130 000 ₽
Mazda Mazda3,2013,1.6,105,бензин,АКПП,передний,145000,Ставрополь,1 645 000 ₽
Toyota Mark II,1993,2.0,135,бензин,АКПП,задний,220000,Усть-Илимск,350 000 ₽
Ford Focus,2015,2.0,150,бензин,робот,передний,96000,Ставрополь,1 485 000 ₽
Лада Приора,2013,1.6,98,бензин,механика,передний,158000,Ставрополь,885 000 ₽
Nissan Juke,2017,1.6,117,бензин,вариатор,передний,38824,Челябинск,2 000 050 ₽
Volkswagen Golf,2011,1.4,122,бензин,робот,передний,134000,Ставрополь,1 299 000 ₽
Honda Life,2011,0.7,52,бензин,АКПП,передний,101000,Саратов,695 000 ₽
ГАЗ 3110 Волга,2001,2.3,130,бензин,механика,задний,6000,Нижнеудинск,150 000 ₽
Chery Tiggo T11,2007,2.4,129,бензин,механика,передний,300000,Омск,400 000 ₽
Лада 2106,1984,1.3,64,бензин,механика,задний,46000,Жуков,250 000 ₽
Datsun on-DO,2018,1.6,106,бензин,механика,передний,125000,Ставрополь,1 055 000 ₽
Mazda MPV,2001,2.0,135,бензин,АКПП,передний,363000,Нижнеудинск,435 000 ₽
Nissan Murano,2011,3.5,249,бензин,вариатор,4WD,185000,Темрюк,1 550 000 ₽
Volkswagen Jetta,2014,1.4,150,бензин,робот,передний,132000,Ставрополь,1 690 000 ₽
Chevrolet Lacetti,2009,1.6,109,бензин,АКПП,передний,132000,Ростов-на-Дону,620 000 ₽
Nissan Qashqai,2016,2.0,144,бензин,вариатор,передний,97000,Ставрополь,2 255 000 ₽
Geely Atlas Pro,2023,1.5,177,гибрид,робот,4WD,17000,Севастополь,2 800 000 ₽
Ford Focus,2013,1.6,125,бензин,робот,передний,150000,Краснодар,950 000 ₽
Kia Rio,2013,1.6,123,бензин,механика,передний,108000,Ставрополь,1 385 000 ₽
Hyundai Solaris,2015,1.6,123,бензин,механика,передний,102000,Ставрополь,1 425 000 ₽
Ford Focus,2015,1.6,125,бензин,робот,передний,79000,Ставрополь,1 498 000 ₽
BMW 7-Series,2010,4.4,407,бензин,АКПП,4WD,78000,Хабаровск,1 760 000 ₽
Skoda Yeti,2012,1.2,105,бензин,робот,передний,160672,Санкт-Петербург,799 000 ₽
Toyota RAV4,2010,2.0,158,бензин,вариатор,4WD,135000,Ставрополь,1 680 000 ₽
Chevrolet Cruze,2013,1.8,141,бензин,АКПП,передний,131014,Санкт-Петербург,918 000 ₽
Lexus IS250,2008,2.5,208,бензин,АКПП,задний,205000,Тюмень,1 450 000 ₽
Лада Приора,2007,1.6,98,бензин,механика,передний,150000,Лесосибирск,85 000 ₽
Лада 2109,1999,1.5,68,бензин,механика,передний,145000,Челябинск,70 000 ₽
Jeep Cherokee,2007,3.7,210,бензин,АКПП,4WD,157752,Москва,1 000 000 ₽
Chery Tiggo 8 Pro Max,2023,2.0,197,бензин,робот,4WD,0,Москва,4 451 000 ₽
Honda CR-V,2002,2.0,150,бензин,АКПП,4WD,386200,Каргат,835 000 ₽
Nissan Qashqai,2013,2.0,141,бензин,вариатор,передний,106761,Санкт-Петербург,1 243 000 ₽
Peugeot 408,2012,1.6,120,бензин,АКПП,передний,107000,Ставрополь,1 195 000 ₽
Mitsubishi Outlander,2020,2.0,146,бензин,вариатор,передний,33934,Санкт-Петербург,2 401 000 ₽
Mercedes-Benz CLA-Class,2014,1.6,156,бензин,робот,передний,153000,Хабаровск,1 995 000 ₽
Hyundai Staria,2023,2.2,177,дизель,АКПП,4WD,1600,Краснодар,8 100 000 ₽
Audi 80,1989,1.8,90,бензин,механика,передний,70000,Тверь,180 000 ₽
Honda CR-V,1996,2.0,99,бензин,автомат,4WD,0,Кемерово,519 000 ₽
Honda Pilot,2008,3.5,257,бензин,АКПП,4WD,235155,Краснодар,1 599 000 ₽
Toyota Sprinter,1990,1.8,67,дизель,АКПП,передний,330000,Тула,170 000 ₽
Лада Приора,2011,1.6,98,бензин,механика,передний,312531,Лермонтов,450 000 ₽
Tank 300,2023,2.0,220,бензин,АКПП,4WD,4000,Новый Уренгой,4 100 000 ₽
Лада 2114 Самара,2013,1.6,81,бензин,механика,передний,195000,Йошкар-Ола,320 000 ₽
Toyota Alphard,2011,2.4,170,бензин,вариатор,4WD,180000,Чита,2 400 000 ₽
Nissan Presage,1999,2.5,150,дизель,АКПП,4WD,400000,Омск,299 000 ₽
FAW V5,2013,1.5,102,бензин,механика,передний,150000,Омск,353 000 ₽
Honda Freed Spike,2010,1.5,118,бензин,вариатор,передний,120000,Омск,1 229 000 ₽
Honda Freed,2013,1.5,118,бензин,вариатор,передний,124000,Омск,1 239 000 ₽
Ford Fusion,2007,1.6,100,бензин,механика,передний,201000,Омск,549 000 ₽
Chevrolet Lanos,2008,1.5,86,бензин,механика,передний,156000,Омск,275 000 ₽
Chery indiS S18D,2011,1.3,83,бензин,механика,передний,215000,Омск,399 000 ₽
Toyota Hilux,2023,2.8,204,дизель,АКПП,4WD,0,Уфа,6 299 000 ₽
Kia Sportage,2012,2.0,150,бензин,АКПП,передний,77900,Красноярск,1 590 000 ₽
Lexus RX450h,2012,3.5,249,гибрид,вариатор,4WD,185000,Нижневартовск,2 900 000 ₽
Лада Гранта,2014,1.6,87,бензин,механика,передний,190000,Семикаракорск,550 000 ₽
Kia Ceed,2007,1.6,122,бензин,АКПП,передний,209575,Симферополь,850 000 ₽
Mitsubishi Outlander,2008,2.4,170,бензин,механика,4WD,364893,Кемерово,1 350 000 ₽
Hyundai Solaris,2020,1.4,100,бензин,АКПП,передний,85000,Волжск,1 550 000 ₽
ИЖ 2717,2007,1.6,74,бензин,механика,задний,90000,Бердск,175 000 ₽
Nissan AD,2001,1.5,100,бензин,механика,передний,316700,Москва,180 000 ₽
Лада 2107,2001,1.6,74,бензин,механика,задний,62000,Дмитриевка,90 000 ₽
Mitsubishi Dion,2000,2.0,135,бензин,АКПП,передний,332253,Пересвет,390 000 ₽
Nissan Teana,2011,2.5,182,бензин,вариатор,передний,173000,Анапа,1 200 000 ₽
Chevrolet Niva,2007,1.7,80,бензин,механика,4WD,286686,Бийск,330 000 ₽
Chevrolet Cruze,2011,1.8,141,бензин,АКПП,передний,146000,Нижний Тагил,800 000 ₽
Audi A6 allroad quattro,2001,2.7,250,бензин,АКПП,4WD,350000,Улан-Удэ,350 000 ₽
Hyundai Solaris,2020,1.6,123,бензин,АКПП,передний,70000,Сочи,1 680 000 ₽
Mitsubishi Pajero Mini,2002,0.7,52,бензин,АКПП,4WD,161000,Новосибирск,399 000 ₽
Kia Rio X (X-Line),2022,1.6,123,бензин,АКПП,передний,28000,Краснодар,1 679 000 ₽
Lexus GS300,2005,3.0,245,бензин,АКПП,4WD,320000,Омск,1 400 000 ₽
BMW 3-Series,2018,2.0,184,бензин,АКПП,4WD,104736,Балашиха,2 790 000 ₽
ГАЗ 3102 Волга,1993,2.4,150,бензин,механика,задний,125000,Оренбург,150 000 ₽
Audi A4,2017,1.4,150,бензин,робот,передний,99000,Москва,2 580 000 ₽
Лада Веста,2016,1.6,106,бензин,механика,передний,129040,Балашиха,845 000 ₽
Toyota Wish,2011,1.8,133,бензин,вариатор,4WD,118000,Новосибирск,1 450 000 ₽
Geely Atlas,2019,2.0,139,бензин,механика,передний,61526,Москва,1 720 000 ₽
Kia Ceed,2010,1.4,109,бензин,механика,передний,89682,Балашиха,849 000 ₽
Chery Tiggo 7 Pro,2022,1.5,147,бензин,вариатор,передний,6000,Краснодар,2 060 000 ₽
Renault Arkana,2021,1.6,114,бензин,вариатор,передний,21000,Краснодар,1 870 000 ₽
Nissan X-Trail,2006,2.0,140,бензин,АКПП,4WD,225000,Симферополь,890 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Москва,2 199 000 ₽
Volkswagen Polo,2019,1.6,110,бензин,механика,передний,104036,Балашиха,1 065 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Москва,2 199 000 ₽
Daewoo Nexia,2009,1.5,143,бензин,робот,передний,0,Нижнекамск,165 000 ₽
Hyundai Solaris,2019,1.6,123,бензин,АКПП,передний,166138,Балашиха,1 190 000 ₽
Volkswagen Polo,2015,1.6,105,бензин,АКПП,передний,203000,Краснодар,950 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Москва,2 199 000 ₽
Renault Megane,2012,,,механика,передний,128 500 км,0,Нижнекамск,969 900 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Москва,2 199 000 ₽
OMODA C5,2023,1.5,147,бензин,вариатор,передний,0,Ульяновск,2 679 900 ₽
OMODA C5,2023,1.5,147,бензин,вариатор,передний,0,Ульяновск,2 679 900 ₽
Kia Rio,2017,1.6,123,бензин,АКПП,передний,134000,Краснодар,1 090 000 ₽
Haval M6,2023,1.5,143,бензин,робот,передний,0,Москва,2 199 000 ₽
Geely Emgrand,2018,,,механика,передний,85 000 км,0,Нижнекамск,1 181 900 ₽
Honda Accord,1997,2.0,180,бензин,АКПП,передний,390000,Шира,490 000 ₽
Geely Emgrand X7,2014,2.4,148,бензин,АКПП,передний,159000,Феодосия,985 000 ₽
Mitsubishi ASX,2013,1.6,117,бензин,механика,передний,182000,Краснодар,1 230 000 ₽
Лада 4x4 2121 Нива,2013,1.7,83,бензин,механика,4WD,110000,Армавир,750 000 ₽
Nissan March,2013,1.2,79,бензин,вариатор,передний,105000,Анапа,1 050 000 ₽
Mercedes-Benz Viano,2007,2.1,150,дизель,АКПП,задний,172000,Тверь,1 700 000 ₽
Hyundai Santa Fe,2011,2.4,174,бензин,АКПП,4WD,348500,Краснодар,1 250 000 ₽
BMW 3-Series,2019,2.0,258,бензин,АКПП,задний,88300,Санкт-Петербург,4 049 000 ₽
Datsun on-DO,2017,1.6,87,бензин,механика,передний,128000,Омск,470 000 ₽
Volkswagen Passat,1991,1.8,90,бензин,механика,передний,250000,Сергиев Посад,75 000 ₽
Voyah Free,2023,,490,гибрид,автомат,4WD,,Химки,5 150 000 ₽
Mitsubishi Outlander,2011,2.4,170,бензин,вариатор,4WD,76000,Новый Уренгой,1 660 000 ₽
Voyah Free,2023,,490,гибрид,автомат,4WD,,Химки,5 150 000 ₽
Mazda Demio,2004,1.3,91,бензин,АКПП,4WD,261000,Горно-Алтайск,300 000 ₽
Toyota Mark II,1999,2.5,200,бензин,АКПП,4WD,450000,Новосибирск,610 000 ₽
GMC Sierra,2021,5.3,355,бензин,АКПП,4WD,100,Химки,6 500 000 ₽
Лада Х-рей,2021,1.6,106,бензин,механика,передний,48000,Сарапул,1 200 000 ₽
GMC Sierra,2021,5.3,355,бензин,АКПП,4WD,100,Химки,6 500 000 ₽
Mazda Mazda3,2007,1.6,105,бензин,механика,передний,280000,Кемерово,660 000 ₽
Honda Fit,2009,1.3,100,бензин,вариатор,передний,240000,Красноярск,719 000 ₽
Hyundai Creta,2016,1.6,123,бензин,АКПП,передний,178000,Москва,1 595 000 ₽
BMW 5-Series,2008,2.0,170,бензин,АКПП,задний,210000,Валуйки,1 150 000 ₽
Mitsubishi ASX,2022,2.0,150,бензин,автомат,передний,0,Москва,2 695 000 ₽
Chevrolet Lanos,2007,1.5,86,бензин,механика,передний,146800,Москва,198 000 ₽
Mitsubishi Mirage Dingo,2002,1.3,80,бензин,АКПП,передний,260000,Надым,280 000 ₽
Лада Приора,2012,1.6,98,бензин,механика,передний,146000,Омск,550 000 ₽
Лада Гранта,2014,1.6,82,бензин,механика,передний,196000,Сургут,395 000 ₽
Лада 2107,2007,1.6,74,бензин,механика,задний,150000,Арсеньево,135 000 ₽
BMW X5,2002,2.9,184,дизель,АКПП,4WD,150000,Троицк,1 350 000 ₽
Лада Приора,2015,1.6,106,бензин,механика,передний,170000,Дербент,700 000 ₽
Kia Rio,2016,1.6,123,бензин,механика,передний,130000,Томск,930 000 ₽
Kia Optima,2018,2.0,150,бензин,АКПП,передний,48100,Майкоп,2 500 000 ₽
