name,year,engine_capacity,horse_power,fuel,transmission,drive_unit,mileage,location,price
Skoda Octavia,2010,1.6,102,бензин,механика,передний,213786,Тюмень,729 000 ₽
Toyota Land Cruiser,2021,4.0,271,бензин,АКПП,4WD,14000,Барнаул,8 090 000 ₽
Ford Focus,2012,2.0,150,бензин,робот,передний,180037,Тюмень,1 129 000 ₽
Toyota Sienta,2016,1.5,109,бензин,вариатор,передний,115000,Владивосток,1 265 000 ₽
Ford Focus,2012,2.0,150,бензин,робот,передний,180037,Тюмень,1 129 000 ₽
Toyota Sienta,2016,1.5,109,бензин,вариатор,передний,115000,Владивосток,1 265 000 ₽
Toyota Passo,2016,1.0,69,бензин,вариатор,передний,130000,Владивосток,760 000 ₽
Changan UNI-T,2023,1.5,185,бензин,робот,передний,0,Краснодар,3 200 000 ₽
Changan UNI-K,2023,2.0,232,бензин,АКПП,4WD,0,Краснодар,3 660 000 ₽
Toyota Avensis,2006,2.0,147,бензин,АКПП,передний,104000,Курган,1 225 000 ₽
Toyota Passo,2018,1.0,69,бензин,вариатор,передний,16000,Владивосток,840 000 ₽
Nissan Juke,2014,1.6,117,бензин,вариатор,передний,92000,Нижний Тагил,1 535 000 ₽
Chery Tiggo 4 Pro,2023,1.5,113,бензин,вариатор,передний,0,Уфа,2 220 000 ₽
Honda N-BOX,2016,0.7,58,бензин,вариатор,передний,123000,Тихорецк,1 029 000 ₽
Mitsubishi Pajero,2006,3.8,250,бензин,АКПП,4WD,231000,Челябинск,1 490 000 ₽
Chery Tiggo 4 Pro,2023,1.5,113,бензин,вариатор,передний,0,Уфа,2 220 000 ₽
Лада 2114 Самара,2013,1.6,81,бензин,механика,передний,135000,Междуреченск,210 000 ₽
Toyota Belta,2011,1.0,71,бензин,вариатор,передний,93000,Тихорецк,999 000 ₽
Chery Tiggo 4 Pro,2023,1.5,113,бензин,вариатор,передний,0,Уфа,2 220 000 ₽
Voyah Free,2023,,490,электро,АКПП,4WD,,Новосибирск,4 550 000 ₽
Haval Jolion,2023,1.5,143,бензин,механика,передний,0,Москва,1 869 000 ₽
Haval Jolion,2023,1.5,143,бензин,робот,передний,0,Москва,2 269 000 ₽
Haval H9,2023,2.0,218,бензин,АКПП,4WD,0,Москва,4 539 000 ₽
Chery Tiggo 4 Pro,2023,1.5,113,бензин,вариатор,передний,0,Уфа,2 220 000 ₽
Daihatsu Thor,2018,1.0,69,бензин,вариатор,передний,102000,Тихорецк,1 189 000 ₽
Лада Гранта,2012,1.6,98,бензин,АКПП,передний,170095,Тольятти,520 000 ₽
Tank 300,2023,2.0,220,бензин,АКПП,4WD,0,Москва,3 969 000 ₽
Toyota Camry,2013,2.5,181,бензин,АКПП,передний,195800,Зверево,1 990 000 ₽
Лада Приора,2008,1.6,98,бензин,механика,передний,180000,Абакан,365 000 ₽
Nissan Patrol,2011,5.6,405,бензин,АКПП,4WD,300000,Омск,2 610 000 ₽
Chevrolet Captiva,2008,2.4,136,бензин,АКПП,4WD,211536,Нижний Новгород,1 050 000 ₽
Лада 2104,1997,1.5,71,бензин,механика,задний,96225,Ульяновск,80 000 ₽
Subaru Impreza,1997,1.5,102,бензин,АКПП,передний,320000,Челябинск,270 000 ₽
Mazda CX-5,2014,2.0,150,бензин,АКПП,4WD,151136,Ижевск,2 250 000 ₽
Kia Rio,2010,,,механика,передний,110 000 км,151136,Казань,817 231 ₽
Geely Emgrand EC7,2013,,,механика,передний,110 000 км,151136,Казань,322 918 ₽
Volkswagen Passat,2019,2.0,190,дизель,робот,4WD,88202,Уфа,2 849 900 ₽
Лада 2120 Надежда,2004,1.8,84,бензин,механика,4WD,0,Грозный,360 000 ₽
Лада Гранта Спорт,2012,1.6,118,бензин,механика,передний,148000,Нижний Новгород,449 888 ₽
Лада Калина,2012,1.6,84,бензин,механика,передний,164600,Самара,410 000 ₽
Nissan AD,2002,2.2,79,дизель,АКПП,передний,300000,Новосибирск,250 000 ₽
Volkswagen Polo,2016,1.6,110,бензин,АКПП,передний,124000,Севастополь,1 090 000 ₽
Ford C-MAX,2007,,,механика,передний,250 000 км,124000,Казань,442 335 ₽
Toyota Corolla Fielder,2000,1.5,110,бензин,АКПП,передний,270000,Черемхово,455 000 ₽
Лада 2114 Самара,2009,1.5,110,бензин,АКПП,передний,270000,Казань,248 059 ₽
Skoda Rapid,2014,1.5,110,бензин,АКПП,передний,270000,Казань,955 544 ₽
Лада 2107,2001,1.5,71,бензин,механика,задний,0,Усть-Илимск,100 000 ₽
Peugeot 308,2012,1.6,120,бензин,механика,передний,115000,Рубцовск,700 000 ₽
Porsche Cayenne,2007,4.8,385,бензин,АКПП,4WD,158000,Алтайское,1 680 000 ₽
Kia Xceed,2021,,,автомат,передний,81 000 км,158000,Казань,2 293 000 ₽
Лада 2110,2003,1.5,78,бензин,механика,передний,247000,Среднеуральск,55 000 ₽
УАЗ 3151,1997,2.5,92,бензин,механика,4WD,68000,Кызыл,300 000 ₽
Toyota Voxy,2003,2.0,152,бензин,АКПП,передний,335000,Новосибирск,1 299 000 ₽
Лада 2107,2010,1.6,72,бензин,механика,задний,55800,Саратов,180 000 ₽
Nissan Note,2016,1.2,79,гибрид,АКПП,передний,88000,Шимановск,1 050 000 ₽
Лада Гранта,2018,,,механика,передний,107 961 км,88000,Казань,753 363 ₽
Li L9,2023,1.5,154,гибрид,АКПП,4WD,0,Челябинск,7 400 000 ₽
Volkswagen Tiguan,2011,2.0,170,бензин,АКПП,4WD,156000,Уфа,1 550 000 ₽
Lifan X60,2017,1.8,128,бензин,вариатор,передний,54900,Красноярск,1 199 000 ₽
Nissan X-Trail,2010,2.0,141,бензин,вариатор,4WD,206208,Уфа,1 380 000 ₽
Toyota Corona Premio,1996,2.0,140,бензин,АКПП,передний,200000,Барнаул,250 000 ₽
Datsun on-DO,2015,,,механика,передний,64 700 км,200000,Казань,635 232 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,12200,Костанай,4 500 000 ₽
Лада 2112,2006,1.6,89,бензин,механика,передний,185000,Екатеринбург,175 000 ₽
Лада 2105,2010,1.6,72,бензин,механика,задний,180000,Казань,130 000 ₽
Hyundai Solaris,2011,1.6,123,бензин,АКПП,передний,177700,Нязепетровск,900 000 ₽
Nissan X-Trail,2018,2.0,144,бензин,вариатор,4WD,112690,Уфа,2 400 000 ₽
Лада 2115 Самара,2010,1.6,81,бензин,механика,передний,100000,Пыть-Ях,257 000 ₽
Лада Ларгус Кросс,2019,,,механика,передний,140 200 км,100000,Казань,958 868 ₽
Toyota Corolla,2003,1.5,109,бензин,АКПП,передний,200000,Бийск,605 000 ₽
Лада Приора,2010,1.6,98,бензин,механика,передний,168248,Уфа,350 000 ₽
Toyota Esquire,2019,1.8,99,гибрид,вариатор,передний,72000,Барнаул,2 650 000 ₽
Chevrolet Lacetti,2004,1.4,95,бензин,механика,передний,297000,Екатеринбург,350 000 ₽
Kia Morning,2022,1.4,95,бензин,механика,передний,297000,Казань,1 989 680 ₽
Nissan Serena,2011,2.0,144,бензин,вариатор,4WD,222000,Новосибирск,1 450 000 ₽
EXEED VX,2023,2.0,144,бензин,вариатор,4WD,222000,Москва,6 700 000 ₽
EXEED VX,2023,2.0,249,бензин,робот,4WD,0,Москва,6 700 000 ₽
EXEED VX,2023,2.0,249,бензин,робот,4WD,0,Москва,6 700 000 ₽
Toyota Crown,2002,2.5,280,бензин,АКПП,задний,299999,Белогорск,240 000 ₽
Datsun on-DO,2018,1.6,87,бензин,механика,передний,133000,Кызыл,500 000 ₽
Kia Sportage,2013,2.0,150,бензин,АКПП,4WD,195000,Грозный,1 600 000 ₽
Kia Sportage,2019,2.4,184,бензин,АКПП,4WD,66000,Санкт-Петербург,2 430 000 ₽
EXEED TXL,2023,2.0,197,бензин,робот,4WD,0,Москва,4 680 000 ₽
Citroen C3 Picasso,2012,1.6,115,бензин,механика,передний,139524,Миасское,700 000 ₽
Hyundai Solaris,2011,1.4,107,бензин,АКПП,передний,181403,Сыктывкар,965 000 ₽
Audi A6,2018,1.8,190,бензин,робот,передний,103000,Санкт-Петербург,2 695 000 ₽
Skoda Octavia,2015,1.8,180,бензин,робот,передний,200000,Ивантеевка,1 480 000 ₽
Ford Focus,2011,1.8,180,бензин,робот,передний,200000,Казань,832 000 ₽
Лада Калина,2011,,,механика,передний,189 200 км,200000,Нижнекамск,322 990 ₽
EXEED LX,2023,1.5,147,бензин,вариатор,передний,0,Москва,3 060 000 ₽
EXEED LX,2023,1.5,147,бензин,вариатор,передний,0,Москва,3 060 000 ₽
EXEED LX,2023,1.5,147,бензин,вариатор,передний,0,Москва,3 060 000 ₽
Nissan Teana,2008,2.5,185,бензин,вариатор,передний,200000,Москва,250 000 ₽
Mazda Demio,2001,1.3,83,бензин,механика,передний,246500,Тюмень,230 000 ₽
Audi A8,2015,3.0,310,бензин,АКПП,4WD,178000,Санкт-Петербург,2 649 000 ₽
Лада Калина,2011,,,механика,передний,57 001 км,178000,Нижнекамск,477 000 ₽
Renault Fluence,2011,,,автомат,передний,178 050 км,178000,Казань,780 050 ₽
Лада Калина,2011,1.6,84,бензин,механика,передний,168000,Москва,320 000 ₽
Kia K5,2014,2.0,271,бензин,АКПП,передний,177300,Донецк,1 500 000 ₽
Toyota Avensis,2001,1.8,129,бензин,механика,передний,264447,Калининград,449 000 ₽
Лада 2109,2003,1.5,78,бензин,механика,передний,200000,Затеречный,100 000 ₽
Audi Q7,2015,3.0,333,бензин,АКПП,4WD,135000,Санкт-Петербург,3 785 000 ₽
Toyota Town Ace,2000,1.8,82,бензин,АКПП,задний,260000,Иркутск,330 000 ₽
Audi 80,1989,1.8,75,бензин,механика,передний,240000,Североморск,150 000 ₽
Лада 4x4 2121 Нива,2016,1.7,83,бензин,механика,4WD,82000,Пермь,570 000 ₽
Лада 2107,2006,1.6,74,бензин,механика,задний,74000,Михайловск,179 000 ₽
Nissan Bluebird,1996,1.8,125,бензин,механика,4WD,322000,Красноярск,288 000 ₽
Subaru Forester,2005,2.0,220,бензин,АКПП,4WD,260000,Шилка,750 000 ₽
Skoda Yeti,2010,1.2,105,бензин,механика,передний,169000,Новосибирск,980 000 ₽
Hyundai Solaris,2018,1.6,123,бензин,АКПП,передний,46090,Калининград,1 515 000 ₽
Лада 2107,2008,1.6,74,бензин,механика,задний,85000,Воронеж,240 000 ₽
Лада Ларгус,2015,1.6,105,бензин,механика,передний,210000,Тахтамукай,898 000 ₽
Peugeot 308,2011,1.6,120,бензин,механика,передний,159000,Санкт-Петербург,499 000 ₽
Mercedes-Benz C-Class,1996,2.8,193,бензин,АКПП,задний,196000,Кандалакша,70 000 ₽
Audi A4,2019,1.4,150,бензин,робот,передний,60000,Санкт-Петербург,2 679 000 ₽
Лада 4x4 2121 Нива,2020,1.7,83,бензин,механика,4WD,56638,Воронеж,820 000 ₽
Volkswagen Polo,2019,1.6,110,бензин,механика,передний,281000,Урус-Мартан,905 000 ₽
Hyundai Creta,2021,1.6,123,бензин,АКПП,передний,53000,Санкт-Петербург,2 299 245 ₽
Hyundai Solaris,2014,1.6,123,бензин,АКПП,передний,143000,Санкт-Петербург,978 215 ₽
Лада Нива Легенд,2023,1.7,83,бензин,механика,4WD,269,Воронеж,999 000 ₽
SsangYong Actyon,2013,2.0,149,дизель,механика,4WD,106079,Курган,1 100 000 ₽
Chevrolet Lacetti,2012,1.4,95,бензин,механика,передний,0,Иркутск,350 000 ₽
Kia Rio,2013,1.6,123,бензин,АКПП,передний,126000,Воронеж,1 049 000 ₽
Audi A4,2010,1.8,160,бензин,вариатор,передний,143089,Москва,1 150 000 ₽
Chery Tiggo 4,2021,2.0,122,бензин,вариатор,передний,17000,Санкт-Петербург,1 878 521 ₽
